 1560,1560,1570,1550,1530,1430,1430,1480,1520,1550,1540,1560,1550,1550,1600,1580,1560,1570,1570,1560,1560,1580,1550,1570,1550,1530,1570,1570,1540,1550,
 1540,1550,1560,1550,1580,1600,1620,1590,1540,1550,1540,1550,1550,1540,1590,1580,1550,1560,1570,1560,1550,1580,1540,1560,1540,1530,1570,1560,1530,1550,
 1550,1550,1570,1560,1590,1610,1630,1600,1550,1550,1550,1560,1550,1550,1600,1580,1560,1570,1570,1560,1560,1580,1550,1570,1550,1530,1570,1560,1530,1550,
 1540,1550,1570,1550,1580,1590,1610,1590,1540,1550,1550,1560,1550,1550,1600,1580,1560,1560,1570,1560,1560,1580,1540,1570,1550,1530,1570,1560,1530,1550,
 1580,1590,1600,1600,1620,1610,1620,1620,1590,1600,1580,1600,1590,1580,1630,1620,1590,1600,1610,1590,1590,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1570,1580,1590,1580,1580,1510,1510,1550,1560,1580,1570,1590,1580,1580,1630,1610,1590,1590,1600,1590,1590,1610,1570,1590,1570,1560,1600,1590,1560,1580,
 1570,1580,1590,1580,1580,1510,1520,1560,1570,1580,1580,1590,1580,1580,1630,1620,1590,1600,1610,1590,1590,1610,1580,1600,1580,1560,1600,1600,1570,1590,
 1570,1570,1590,1570,1550,1480,1490,1510,1550,1580,1580,1590,1580,1580,1630,1620,1590,1600,1600,1590,1580,1610,1580,1600,1580,1560,1600,1600,1570,1590,
 1560,1570,1590,1570,1560,1490,1490,1530,1550,1570,1570,1590,1580,1580,1630,1620,1590,1590,1600,1590,1580,1610,1570,1590,1580,1560,1600,1590,1570,1580,
 1560,1570,1590,1570,1590,1580,1590,1580,1550,1580,1570,1590,1580,1580,1630,1620,1590,1600,1600,1590,1590,1610,1580,1600,1580,1560,1600,1590,1570,1590,
 1560,1570,1590,1580,1570,1490,1500,1540,1550,1570,1570,1580,1580,1570,1630,1610,1590,1590,1600,1590,1590,1610,1570,1590,1570,1560,1590,1590,1560,1580,
 1540,1550,1560,1550,1580,1600,1620,1600,1540,1550,1550,1560,1550,1550,1600,1590,1560,1570,1570,1560,1560,1580,1550,1570,1540,1530,1570,1560,1530,1550,
 1540,1550,1560,1550,1590,1610,1630,1600,1550,1560,1550,1560,1550,1550,1600,1590,1560,1570,1580,1570,1560,1580,1550,1570,1550,1530,1570,1560,1530,1550,
 1540,1550,1570,1560,1590,1600,1630,1600,1550,1550,1550,1560,1550,1550,1610,1590,1570,1570,1580,1570,1560,1590,1550,1570,1550,1530,1570,1560,1540,1550,
 1560,1560,1580,1560,1540,1440,1440,1490,1530,1550,1550,1560,1550,1550,1600,1580,1560,1570,1580,1570,1570,1590,1560,1580,1560,1540,1580,1580,1550,1570,
