 1570,1570,1580,1570,1590,1570,1580,1580,1550,1560,1560,1570,1560,1560,1610,1590,1570,1570,1580,1570,1560,1590,1560,1580,1550,1520,1530,1520,1510,1550,
 1540,1540,1560,1550,1570,1540,1560,1560,1530,1550,1540,1550,1540,1540,1590,1570,1550,1550,1560,1550,1550,1570,1540,1560,1530,1510,1520,1510,1500,1530,
 1550,1550,1570,1560,1570,1550,1570,1570,1540,1550,1550,1560,1550,1550,1600,1580,1560,1560,1570,1560,1550,1580,1550,1570,1550,1570,1660,1660,1600,1560,
 1540,1550,1570,1550,1570,1550,1570,1560,1540,1550,1550,1560,1550,1550,1600,1580,1560,1560,1570,1560,1560,1580,1540,1560,1540,1540,1610,1600,1560,1550,
 1580,1580,1600,1590,1610,1590,1600,1600,1570,1590,1580,1600,1590,1580,1630,1620,1600,1600,1600,1590,1590,1620,1580,1600,1590,1590,1670,1670,1610,1600,
 1560,1570,1590,1580,1600,1570,1590,1590,1570,1580,1570,1580,1580,1570,1620,1610,1580,1590,1590,1580,1580,1600,1570,1580,1560,1500,1440,1420,1460,1550,
 1560,1570,1590,1580,1600,1570,1590,1590,1570,1580,1570,1580,1580,1580,1630,1610,1590,1590,1600,1580,1580,1610,1570,1590,1560,1490,1430,1410,1460,1550,
 1560,1570,1580,1570,1590,1570,1590,1590,1560,1580,1570,1580,1580,1570,1630,1610,1590,1590,1600,1590,1580,1600,1570,1590,1550,1460,1390,1380,1410,1540,
 1580,1580,1600,1580,1600,1590,1600,1600,1570,1590,1580,1600,1590,1580,1640,1620,1600,1600,1610,1600,1590,1620,1580,1600,1590,1590,1640,1640,1600,1610,
 1560,1580,1590,1580,1600,1580,1600,1590,1570,1580,1580,1590,1580,1580,1630,1620,1590,1600,1600,1590,1590,1610,1580,1590,1570,1550,1580,1560,1550,1580,
 1580,1580,1600,1590,1600,1580,1600,1600,1570,1590,1580,1600,1590,1580,1640,1620,1600,1600,1610,1600,1600,1620,1590,1600,1590,1600,1690,1700,1640,1620,
 1540,1550,1560,1550,1570,1540,1560,1560,1540,1550,1540,1560,1550,1550,1600,1580,1560,1570,1570,1560,1560,1580,1550,1570,1550,1550,1610,1610,1560,1560,
 1540,1550,1570,1550,1570,1550,1560,1560,1540,1550,1550,1560,1550,1550,1600,1590,1570,1570,1580,1570,1560,1590,1550,1570,1560,1570,1670,1670,1600,1570,
 1540,1550,1560,1550,1560,1540,1560,1560,1530,1540,1540,1550,1550,1550,1600,1590,1560,1570,1580,1560,1550,1580,1540,1560,1540,1530,1560,1550,1530,1540,
 1560,1570,1580,1560,1580,1560,1570,1570,1540,1550,1550,1560,1550,1550,1600,1590,1560,1570,1580,1570,1570,1600,1560,1580,1550,1500,1480,1470,1490,1550,
