 1560,1570,1580,1570,1590,1560,1580,1570,1550,1560,1550,1570,1560,1540,1500,1460,1510,1560,1570,1570,1560,1590,1550,1570,1550,1540,1580,1570,1540,1550,
 1540,1550,1560,1550,1570,1550,1560,1560,1530,1540,1540,1550,1540,1530,1520,1490,1510,1550,1560,1550,1550,1570,1540,1560,1540,1520,1560,1550,1530,1540,
 1540,1550,1570,1550,1570,1550,1570,1560,1540,1550,1550,1560,1550,1550,1600,1580,1560,1560,1570,1560,1550,1580,1550,1570,1550,1530,1570,1560,1530,1550,
 1550,1550,1570,1560,1570,1550,1570,1570,1540,1550,1550,1560,1550,1560,1670,1670,1590,1570,1570,1560,1560,1580,1550,1570,1550,1530,1570,1560,1540,1550,
 1580,1580,1600,1590,1600,1580,1600,1600,1570,1590,1580,1590,1590,1590,1670,1670,1610,1600,1600,1590,1590,1620,1580,1600,1580,1570,1600,1600,1570,1580,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1590,1580,1590,1580,1580,1630,1610,1590,1600,1600,1590,1590,1610,1580,1600,1580,1560,1600,1590,1570,1580,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1580,1580,1590,1580,1580,1630,1610,1590,1600,1600,1590,1580,1610,1580,1600,1570,1560,1600,1590,1570,1580,
 1560,1570,1580,1570,1590,1570,1590,1590,1560,1580,1570,1580,1570,1560,1590,1570,1560,1580,1600,1590,1580,1610,1570,1590,1570,1560,1600,1590,1570,1580,
 1580,1580,1600,1580,1600,1580,1600,1600,1570,1590,1580,1600,1590,1610,1730,1730,1650,1610,1610,1600,1590,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1570,1580,1600,1580,1600,1580,1600,1590,1570,1580,1580,1590,1590,1580,1600,1570,1580,1600,1600,1590,1590,1620,1580,1600,1580,1560,1600,1590,1570,1590,
 1560,1570,1590,1580,1590,1570,1590,1590,1560,1580,1570,1580,1570,1550,1520,1480,1530,1580,1590,1580,1580,1610,1570,1590,1570,1550,1590,1590,1560,1580,
 1530,1540,1550,1540,1560,1540,1550,1550,1530,1540,1540,1550,1540,1530,1520,1490,1510,1550,1560,1550,1550,1580,1540,1560,1540,1520,1560,1550,1530,1550,
 1540,1550,1560,1550,1570,1550,1560,1560,1540,1550,1550,1560,1550,1550,1570,1550,1560,1570,1580,1570,1560,1580,1550,1570,1550,1530,1570,1560,1530,1550,
 1530,1540,1560,1540,1560,1540,1560,1550,1530,1540,1540,1550,1530,1500,1410,1370,1450,1540,1560,1550,1550,1580,1540,1560,1540,1530,1560,1550,1530,1540,
 1570,1570,1590,1570,1590,1560,1580,1580,1550,1560,1550,1570,1560,1540,1570,1550,1550,1580,1590,1580,1580,1600,1570,1590,1570,1550,1590,1590,1560,1570,
