 1590,1580,1590,1580,1600,1580,1590,1590,1560,1570,1570,1580,1570,1570,1600,1560,1550,1590,1600,1580,1580,1600,1570,1590,1570,1550,1590,1580,1560,1570,
 1560,1560,1570,1560,1580,1560,1570,1570,1540,1560,1550,1560,1560,1550,1580,1520,1520,1570,1580,1570,1560,1590,1550,1570,1550,1540,1580,1570,1540,1560,
 1540,1550,1560,1550,1570,1550,1560,1560,1540,1550,1540,1550,1540,1540,1550,1440,1450,1530,1550,1550,1550,1580,1540,1560,1540,1530,1570,1560,1530,1550,
 1540,1550,1570,1550,1570,1550,1570,1560,1540,1550,1550,1560,1550,1540,1560,1490,1480,1540,1560,1550,1550,1580,1540,1560,1540,1530,1570,1560,1530,1550,
 1580,1580,1600,1590,1600,1580,1600,1600,1570,1590,1580,1590,1580,1570,1610,1560,1550,1580,1590,1590,1590,1610,1570,1600,1580,1560,1600,1590,1570,1580,
 1580,1580,1600,1580,1600,1580,1600,1590,1570,1590,1580,1590,1580,1580,1610,1570,1560,1580,1600,1590,1590,1610,1580,1600,1570,1560,1600,1590,1570,1580,
 1580,1590,1600,1590,1610,1580,1600,1600,1580,1590,1580,1600,1590,1590,1650,1630,1610,1610,1610,1600,1590,1620,1580,1600,1580,1570,1610,1600,1570,1590,
 1570,1580,1600,1580,1600,1580,1590,1590,1570,1580,1580,1590,1590,1580,1630,1580,1570,1600,1610,1600,1590,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1580,1580,1600,1580,1600,1580,1600,1600,1570,1580,1580,1600,1590,1580,1630,1610,1590,1600,1610,1600,1590,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1580,1580,1600,1590,1610,1590,1600,1600,1570,1590,1580,1600,1590,1590,1630,1600,1580,1600,1610,1600,1590,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1580,1580,1600,1590,1600,1580,1600,1600,1570,1590,1580,1600,1590,1590,1640,1630,1600,1610,1610,1600,1600,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1550,1550,1570,1550,1570,1550,1560,1560,1540,1550,1550,1560,1550,1550,1610,1610,1580,1580,1580,1570,1560,1590,1550,1570,1550,1530,1570,1570,1540,1560,
 1550,1560,1570,1560,1570,1550,1570,1570,1540,1550,1550,1560,1560,1560,1620,1610,1580,1580,1590,1570,1570,1590,1550,1570,1550,1540,1570,1570,1540,1560,
 1540,1550,1560,1550,1570,1540,1560,1560,1530,1540,1540,1550,1550,1540,1570,1510,1500,1540,1570,1560,1550,1580,1540,1560,1540,1530,1560,1560,1530,1550,
 1590,1580,1600,1580,1590,1570,1580,1580,1560,1570,1560,1570,1570,1570,1650,1700,1660,1610,1600,1590,1590,1610,1580,1600,1580,1560,1600,1600,1570,1580,
