 1560,1570,1580,1570,1590,1560,1580,1570,1550,1560,1550,1560,1560,1540,1510,1400,1370,1410,1540,1560,1560,1590,1550,1570,1550,1540,1580,1570,1540,1550,
 1550,1560,1570,1560,1580,1560,1570,1570,1540,1550,1550,1560,1560,1560,1580,1550,1530,1520,1570,1570,1560,1590,1550,1570,1550,1540,1580,1570,1540,1560,
 1540,1550,1570,1550,1570,1550,1570,1570,1540,1550,1550,1560,1550,1550,1590,1540,1510,1540,1570,1560,1550,1580,1550,1570,1550,1530,1570,1560,1540,1550,
 1530,1550,1560,1550,1570,1550,1560,1560,1540,1550,1540,1560,1550,1540,1570,1510,1480,1510,1550,1550,1550,1580,1540,1560,1540,1530,1560,1560,1530,1550,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1580,1570,1580,1570,1570,1610,1590,1570,1580,1580,1580,1580,1610,1570,1590,1570,1560,1600,1590,1560,1580,
 1550,1570,1590,1570,1590,1570,1580,1580,1560,1580,1570,1580,1570,1550,1540,1440,1390,1450,1550,1560,1570,1600,1560,1580,1560,1550,1590,1580,1550,1570,
 1560,1570,1590,1580,1600,1570,1590,1590,1570,1580,1570,1580,1580,1570,1580,1500,1470,1510,1580,1580,1580,1610,1570,1590,1570,1550,1590,1590,1560,1580,
 1570,1570,1590,1580,1600,1570,1590,1590,1560,1580,1570,1590,1580,1570,1660,1690,1670,1650,1610,1590,1580,1610,1580,1600,1580,1560,1600,1590,1570,1580,
 1570,1580,1600,1580,1600,1580,1600,1590,1570,1580,1580,1590,1590,1580,1640,1640,1620,1620,1610,1600,1590,1610,1580,1600,1580,1560,1600,1590,1570,1590,
 1570,1580,1600,1580,1600,1580,1600,1600,1570,1590,1580,1600,1590,1590,1660,1680,1670,1650,1620,1600,1600,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1590,1580,1590,1590,1590,1620,1560,1540,1560,1600,1590,1590,1620,1580,1600,1570,1560,1600,1590,1570,1590,
 1540,1550,1570,1550,1570,1550,1560,1560,1540,1550,1550,1560,1560,1560,1650,1690,1680,1650,1600,1570,1560,1590,1550,1570,1550,1530,1570,1560,1540,1550,
 1530,1540,1550,1540,1560,1540,1560,1550,1530,1540,1540,1550,1540,1540,1560,1500,1470,1500,1550,1550,1550,1580,1540,1560,1540,1520,1560,1550,1530,1540,
 1530,1540,1560,1540,1560,1540,1560,1550,1530,1540,1540,1550,1550,1540,1570,1530,1500,1520,1560,1560,1550,1580,1540,1560,1540,1530,1560,1550,1530,1540,
 1560,1560,1580,1560,1580,1560,1570,1570,1540,1560,1550,1560,1550,1550,1550,1460,1430,1480,1560,1570,1570,1590,1560,1580,1560,1540,1580,1580,1550,1570,
