 1560,1570,1580,1560,1570,1490,1510,1560,1540,1560,1550,1560,1560,1550,1600,1590,1560,1570,1580,1570,1560,1590,1550,1570,1550,1540,1580,1570,1540,1550,
 1530,1540,1560,1540,1540,1480,1500,1530,1520,1540,1530,1550,1540,1540,1590,1570,1550,1550,1560,1550,1550,1570,1540,1560,1540,1520,1560,1550,1530,1540,
 1530,1540,1560,1540,1550,1500,1520,1540,1520,1540,1540,1550,1540,1540,1590,1580,1550,1560,1560,1550,1550,1580,1540,1560,1540,1530,1560,1560,1530,1540,
 1550,1560,1570,1570,1610,1670,1680,1600,1560,1560,1550,1570,1560,1550,1600,1590,1570,1570,1580,1570,1560,1590,1550,1570,1550,1540,1570,1570,1540,1560,
 1580,1580,1600,1590,1630,1660,1670,1620,1580,1590,1580,1600,1590,1580,1630,1620,1590,1600,1600,1590,1590,1620,1580,1600,1580,1570,1600,1600,1570,1580,
 1570,1580,1590,1580,1600,1550,1570,1590,1570,1590,1570,1590,1580,1580,1630,1610,1590,1590,1600,1590,1590,1610,1570,1590,1570,1560,1600,1590,1570,1580,
 1560,1570,1580,1570,1560,1470,1490,1560,1550,1570,1570,1580,1580,1570,1620,1610,1580,1590,1600,1580,1580,1610,1570,1590,1570,1560,1600,1590,1560,1580,
 1560,1570,1590,1570,1580,1510,1530,1570,1560,1580,1570,1580,1580,1580,1630,1610,1590,1590,1600,1590,1580,1610,1570,1600,1570,1560,1600,1590,1570,1580,
 1580,1590,1600,1590,1630,1630,1650,1620,1580,1590,1590,1600,1590,1590,1640,1630,1600,1600,1610,1600,1590,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1550,1570,1580,1570,1560,1470,1490,1550,1550,1570,1570,1580,1580,1570,1630,1610,1580,1590,1600,1590,1580,1610,1570,1590,1570,1560,1600,1590,1560,1580,
 1560,1570,1580,1570,1580,1550,1560,1570,1550,1580,1570,1580,1580,1580,1630,1610,1590,1590,1600,1590,1590,1610,1570,1590,1570,1560,1600,1590,1560,1580,
 1530,1540,1560,1540,1560,1560,1580,1550,1530,1550,1540,1550,1550,1550,1600,1580,1560,1570,1570,1560,1560,1580,1550,1560,1540,1530,1570,1560,1530,1550,
 1550,1560,1570,1560,1600,1620,1630,1590,1550,1560,1550,1570,1560,1560,1610,1600,1570,1580,1590,1570,1560,1590,1550,1570,1550,1540,1570,1570,1540,1560,
 1530,1540,1550,1530,1510,1400,1420,1510,1510,1540,1530,1550,1540,1540,1600,1580,1560,1560,1570,1560,1550,1580,1540,1560,1540,1530,1560,1560,1530,1550,
 1580,1580,1590,1590,1610,1580,1600,1600,1560,1570,1560,1570,1570,1560,1620,1600,1580,1590,1600,1580,1580,1610,1570,1590,1570,1560,1600,1590,1570,1580,
