 1570,1570,1580,1570,1590,1570,1580,1580,1550,1570,1560,1570,1560,1560,1610,1590,1570,1580,1580,1570,1570,1590,1560,1570,1550,1530,1580,1570,1540,1560,
 1540,1550,1560,1550,1570,1550,1560,1560,1530,1550,1540,1550,1540,1540,1590,1580,1550,1560,1570,1550,1550,1570,1540,1550,1510,1480,1530,1550,1520,1540,
 1550,1550,1570,1560,1570,1550,1570,1570,1540,1550,1550,1560,1550,1550,1600,1580,1560,1570,1570,1560,1560,1580,1550,1570,1580,1590,1590,1570,1540,1550,
 1550,1550,1570,1560,1570,1550,1570,1570,1540,1550,1550,1560,1550,1550,1600,1580,1560,1570,1570,1560,1560,1580,1550,1580,1600,1610,1610,1570,1540,1560,
 1580,1590,1600,1590,1610,1590,1600,1600,1580,1590,1580,1600,1590,1580,1640,1620,1600,1600,1610,1600,1590,1620,1590,1620,1660,1670,1660,1610,1580,1590,
 1580,1580,1600,1590,1600,1580,1600,1600,1570,1590,1580,1590,1590,1580,1630,1620,1600,1600,1610,1590,1590,1620,1580,1610,1650,1670,1660,1610,1580,1590,
 1560,1570,1590,1570,1590,1570,1590,1590,1560,1580,1570,1580,1580,1580,1630,1610,1580,1590,1600,1580,1580,1600,1570,1570,1470,1420,1520,1570,1550,1570,
 1570,1580,1590,1580,1600,1580,1590,1590,1570,1580,1580,1590,1580,1580,1630,1620,1590,1600,1610,1600,1590,1620,1580,1610,1620,1620,1630,1610,1580,1590,
 1560,1580,1590,1580,1600,1580,1590,1590,1570,1580,1580,1590,1580,1580,1630,1620,1590,1600,1600,1590,1590,1620,1580,1590,1550,1510,1580,1590,1570,1580,
 1570,1580,1600,1580,1600,1580,1600,1600,1570,1590,1580,1600,1590,1590,1640,1620,1600,1600,1610,1600,1590,1620,1580,1610,1610,1610,1620,1600,1570,1590,
 1570,1580,1600,1580,1600,1580,1600,1590,1570,1590,1580,1590,1580,1580,1630,1620,1600,1600,1610,1600,1590,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1540,1550,1570,1550,1570,1550,1560,1560,1540,1550,1550,1560,1550,1550,1600,1590,1560,1570,1580,1570,1560,1590,1550,1580,1590,1600,1600,1570,1540,1560,
 1540,1550,1560,1550,1570,1550,1560,1560,1540,1550,1550,1560,1550,1550,1600,1590,1560,1570,1580,1570,1560,1580,1550,1560,1530,1500,1560,1560,1540,1550,
 1540,1550,1560,1550,1570,1540,1560,1560,1530,1540,1540,1550,1550,1550,1600,1590,1560,1570,1570,1560,1550,1580,1540,1530,1400,1340,1460,1540,1530,1540,
 1560,1570,1580,1570,1580,1560,1580,1570,1550,1560,1550,1560,1560,1550,1600,1590,1560,1570,1580,1570,1570,1590,1560,1560,1440,1360,1500,1560,1550,1560,
