 1570,1580,1590,1580,1590,1530,1480,1540,1550,1570,1560,1570,1560,1560,1610,1600,1570,1580,1590,1570,1570,1600,1560,1580,1560,1550,1580,1580,1550,1560,
 1540,1550,1560,1550,1570,1500,1430,1500,1520,1540,1540,1550,1540,1540,1590,1580,1550,1560,1570,1560,1550,1580,1540,1560,1540,1530,1570,1560,1530,1550,
 1540,1550,1560,1550,1560,1520,1490,1520,1520,1540,1540,1550,1540,1540,1590,1580,1550,1560,1560,1550,1550,1580,1540,1560,1540,1530,1570,1560,1530,1550,
 1540,1550,1560,1550,1570,1550,1570,1560,1530,1550,1540,1560,1550,1550,1600,1580,1560,1560,1570,1560,1560,1580,1540,1570,1540,1530,1570,1560,1530,1550,
 1580,1590,1610,1600,1620,1630,1700,1660,1590,1600,1590,1600,1590,1590,1640,1620,1600,1610,1610,1600,1600,1620,1580,1600,1580,1570,1610,1600,1570,1590,
 1580,1590,1600,1590,1620,1600,1620,1620,1590,1600,1590,1600,1590,1590,1640,1620,1600,1600,1610,1590,1590,1620,1580,1600,1580,1570,1610,1600,1570,1590,
 1580,1590,1600,1600,1620,1630,1680,1650,1600,1600,1590,1600,1590,1590,1640,1630,1600,1610,1610,1600,1590,1620,1580,1600,1580,1570,1610,1600,1580,1590,
 1570,1580,1600,1580,1610,1610,1680,1640,1580,1590,1590,1600,1590,1590,1640,1620,1600,1600,1610,1600,1590,1620,1580,1600,1580,1570,1600,1600,1570,1590,
 1570,1580,1600,1580,1600,1570,1560,1580,1570,1580,1580,1590,1580,1580,1630,1620,1590,1600,1600,1590,1580,1610,1580,1600,1580,1560,1600,1600,1570,1590,
 1560,1580,1590,1580,1600,1570,1560,1580,1560,1580,1580,1590,1580,1580,1630,1620,1590,1600,1600,1590,1590,1610,1580,1600,1580,1560,1600,1590,1570,1590,
 1570,1580,1600,1580,1600,1570,1570,1590,1570,1590,1580,1590,1580,1580,1630,1620,1590,1600,1600,1590,1590,1620,1580,1600,1580,1560,1600,1590,1570,1590,
 1530,1540,1550,1540,1550,1520,1530,1540,1520,1540,1540,1550,1550,1540,1590,1580,1560,1560,1570,1560,1550,1580,1540,1560,1540,1520,1560,1560,1530,1550,
 1540,1550,1560,1550,1570,1540,1550,1560,1540,1550,1540,1560,1550,1550,1600,1590,1560,1570,1580,1570,1560,1580,1550,1570,1550,1530,1570,1560,1530,1550,
 1530,1540,1560,1540,1560,1530,1540,1540,1520,1540,1540,1550,1550,1550,1600,1580,1560,1560,1570,1560,1550,1580,1540,1560,1540,1530,1560,1560,1530,1550,
 1560,1570,1580,1560,1580,1540,1520,1540,1540,1550,1550,1560,1550,1550,1600,1590,1560,1570,1580,1570,1570,1600,1560,1580,1560,1550,1590,1580,1550,1570,
